Nama Resto,alamat,daerah,buka_tutup,jam_buka,jam_tutup,harga_semua,harga_awal,harga_akhir,rata_rata,rating,telepon,tipe,menu,review 
"Kampoeng Koneng Pulau Seribu  -  Resto di Pulau Seribu, Restoran dan Wisata Keluarga di Pulau Seribu","7J26+7P3, Pulau Pramuka, RT.4/RW.5, Pulau Panggang, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14530",Kepulauan Seribu,09.00  -  23.00,9:00:00 AM,  23.00,20.000  -  70.000,"20.000,00","70.000,00","45.000,00",4.7,87878311176,Restoran,"ikan goreng, cumi goreng, udang bakar","tempatnya nyaman, deket laut makanannya enak, pelayanannya ramah ramah"
Seafood Pak Harun Kelapa Indah,"9H2H+MQ7, Harapan Island, North Kepulauan Seribu, Kepulauan Seribu Regency, Jakarta",Kepulauan Seribu,00.01  -  24.00,12:01:00 AM,  24.00,20.000  -  100.000,"20.000,00","100.000,00","60.000,00",4.6,87886648538,Restoran,"Ikan Bakar, Cumi Goreng Tepung, Udang Saus Padang, Kepiting Rebus",tempat nya asri pelayan ramah makan enak oke lah
ANGKRINGAN SR,"7J37+5V9, Unnamed Road, Pulau Pramuka, Pulau Panggang, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14530",Kepulauan Seribu,09.00  -  21.00,9:00:00 AM,  21.00,10.000  -  30.000,"10.000,00","30.000,00","20.000,00",5,82213456599,Restoran,"Nasi Kucing, Sate Usus, Sate Telur Puyuh, Wedang Jahe","Makanannya enak, harga JUGA MURAH"
Restoran 87 tiang,"Restauran 87 Tiang, Pulau Pramuka, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14530",Kepulauan Seribu,09.00  -  21.00,9:00:00 AM,  21.00,50.000  -  400.000,"50.000,00","400.000,00","225.000,00",5,87780607318,Restoran,"Nasi Goreng, Mie Goreng, Ayam Goreng, Sate Ayam","Resto baru buka dekat dari taman pantai sunrise, banyak macam macam menu laut dan ayam, tempat enak adem banyak angin walaupun di siang hari fasilitas ada tempat solat, toilet, Wifi Fiber dan tempat parkir. ""Masakan enak harus di coba yaa bray"""
Bittersweet By Najla Rawamangun,"5, Jl. Balai Pustaka No.8 7, RT.1/RW.10, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220",Jakarta Timur,09.00  -  21.00,9:00:00 AM,  21.00,25.000  -  100.000,"25.000,00","100.000,00","62.500,00",4.5,,Bakery,"Cake, Cupcake, Donut, Pastry","Harga terjangkau. Wajib dimasukin kulkas biar gk eneg. Manis bet, sesuai selera klo rasa. Enak kok. Staffnya juga ramah. Untuk yang di rawamangun, tmptnya gk luas, tpi estetik dan nyaman sofanyaa."
Martabak Dimas 28  -  Rawamangun,"Jl. Gading Raya No.4, RT.1/RW.13, Pisangan Tim., Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13230",Jakarta Timur,16.00  -  01.00,4:00:00 PM,  01.00,20.000  -  80.000,"20.000,00","80.000,00","50.000,00",4.5,,PKL,"martabak Manis, Martabak Telur, Martabak Coklat Keju, Martabak Pandan",martabak terbaik di daerah cipinang dan sekitarnya. sejauh ini martabak ini yang merepresentasikan bahwa enak tidak harus selalu harga tinggi
"Martabak Pecenongan 78, Ciracas","5, Jl. Raya Jakarta - Bogor No.33 5, RT.7/RW.8, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13770",Jakarta Timur,01.00  -  11.00,1:00:00 AM,  11.00,40.000  -  170.000,"40.000,00","170.000,00","105.000,00",4.5,81280185725,PKL,"Martabak Manis, Martabak Telur, Martabak Coklat Keju, Martabak Pandan","Payah bgt lah beli martabak tipker alot pas dimakan gk ada garingnya, mana isiannya juga dikit ih gk kaya di tiktok"", sama tolong lah itu working table dibersihin gitu loh, di lap kek apa kek, bela""in beli yang diciracas karna ratenya udh banyak malah zonk, bye deh gk rekomen"
Martabak pecenongan 78 cawang,"Jl. Dewi Sartika No.21, RT.5/RW.12, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",Jakarta Timur,08.30  -  23.50,8:30:00 AM,  23.50,40.000  -  170.000,"40.000,00","170.000,00","105.000,00",4.5,85156303955,PKL,"Martabak Manis, Martabak Telur, Martabak Coklat Keju, Martabak Pandan",Martabak manisnya rasanya lumayan & toppingnya jg berlimpah.
MARTABAK PECENONGAN 78 CONDET,"RT.1/RW.3, Batu Ampar, Kramat Jati, East Jakarta City, Jakarta 13530",Jakarta Timur,01.00  -  11.00,1:00:00 AM,  11.00,40.000  -  170.000,"40.000,00","170.000,00","105.000,00",4.0,81314540707,PKL,"Martabak Manis, Martabak Telur, Martabak Coklat Keju, Martabak Pandan",Martabak paling enak...selalu pesan yg isinya khusus..kacang keju...dan selalu habis  padahal d rumah cuma bertiga..eeehhhhmmm yummyyy...
Seafood Ade Fani 67 (Ciracas),"Jalan Raya Lapangan Tembak Blok Mesjid 1 No.6, Kelapa Dua Wetan, Ciracas, RT.3/RW.2, Klp. Dua Wetan, Kec. Ciracas, DKI Jakarta, Daerah Khusus Ibukota Jakarta 13720",Jakarta Timur,11.00  -  01.00,11:00:00 AM,  01.00,20.000  -  70.000,"20.000,00","70.000,00","45.000,00",4.5,81392676767,PKL,"Ikan Bakar, Cumi Goreng Tepung, Udang Saus Padang, Kepiting Rebus","Seafood kaki 5 yg selalu rame di sekitar  Jl. Minangkabau, Saharjo-Jaksel, harga terjangkau, varian menu banyak mulai dr ikan kuwe bawal gurame, kerang, udang, cumi, kepiting, lobster, baronang dan pecel ayam tempe tahu plus sambel terasi nya yg khas yang gak kalah laris manis, tumis kangkung, toge,tersedia jg nasi uduk/putih, ada jg aneka roti dan pisang bakar, minuman dan es campur. Menurutku ini pilihan seafood yg paling oke di Jl. Saharjo dengan harga terjangkai rasa enak, porsi generous, varian menu banyak, tempat luas dan cukup nyaman."
DEUSEYO KOREAN BBQ & JJIGAE  -  GREEN TERRACE TMII,"Green Terrace TMII, Jl. Raya Mabes Hankam No.10 GF Blok B.06, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820",Jakarta Timur,11.00  -  22.00,11:00:00 AM,  22.00,125.000  -  250.000,"125.000,00","250.000,00","187.500,00",4.8,2122095807,Restoran,"Beef roll, beef dice, wagyu","Enak banget! Recomended. Dagingnya lembut bgt. Daging grill dicocol saus pilihan, taro di daun selada, pakein kimci + bawang bombay grill. Ah enak bgt! Dimsumnya enak. Gimbabnya enak. Spicy wingsnya juara. Mie gorengnya enak. Enak semuaaaa. Buah potongnya lengkap. Ah mau balik lagi."
Warung Tekko Green Terrace,"Jl. Raya Mabes Hankam No.19, Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13810",Jakarta Timur,10.00  -  21.00,10:00:00 AM,  21.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.4,2129389887,Restoran,"Iga Bakar, Ayam Bakar, Nasi Uduk, Tempe Goreng","Gurame asam manis nya lumayan, bumbu nya oke tp ikannya masih kyk ada yg blm pas. Untuk kangkung nya enak. Yg enak jg tahu nya cuma lupa di foto. Untuk harga ya harga gurame pada umumnya. Tempatnya salah satu yg nyaman di green terace"
First Crack Coffee,"Jl. Bumi No.10 2, RT.2/RW.3, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120",Jakarta Selatan,07.00  -  20.00,7:00:00 AM,  20.00,50.000  -  150.000,"50.000,00","150.000,00","100.000,00",4.8,2172793835,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Nah, aku di rekomendasikan untuk order Raspberry Layered Coffee Mocha"
Pison Coffee Jakarta,"Jl. Kertanegara Jl. Senopati No.70, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",Jakarta Selatan,08.00  -  22.00,8:00:00 AM,  22.00,30.000  -  150.000,"30.000,00","150.000,00","90.000,00",4.6,2127081698,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Enak lama duduk dan nongkrong di sini. Pilihan lagunya sangat pas bikin betah duduk lama-lama disini. Kopi dan cemilannya enak, tempat yang luas, dan pelayanan yang baik."
Cecemuwe Cafe and Space  -  Senayan,"Jl. Hang Jebat IX No.6, RT.8/RW.4, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120",Jakarta Selatan,10.00  -  22.00,10:00:00 AM,  22.00,20.000  -  150.000,"20.000,00","150.000,00","85.000,00",4.7,81283388128,Café,"caffee latte, americano, cappucino","Meskipun tampilan ini dari luar seperti rumah , tapi gak nyangka ternyata dalamnya cafe, dan meskipun ini cafe, tapi vibes nya homey banget, disini cocok buat kerja remote / nugas,"
Lucky Cat Coffee & Kitchen,"Parkir Selatan Plaza Festival, Jl. H. R. Rasuna Said No.C22 2, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",Jakarta Selatan,00.01  -  24.00,12:01:00 AM,  24.00,30.000  -  150.000,"30.000,00","150.000,00","90.000,00",4.4,2152961475,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Suasana nyaman, tempat aestetik, ada pohon tua yg dibiarkan tumbuh didalam, berasa indoor jungle. Order menggunakan barcode utk pilihan menunya."
Mineral Cafe,"Jl. Gandaria Tengah III No.17, RT.1/RW.3, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130",Jakarta Selatan,08.00  -  22.00,8:00:00 AM,  22.00,15.000  -  100.000,"15.000,00","100.000,00","57.500,00",4.5,81232326665,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Bukanya cukup pagi, jadi enak kalo abis olahraga pagi mau ngopi."
Six Ounces Coffee Panglima Polim,"Jl. Panglima Polim IX No.93 4, RT.4/RW.6, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",Jakarta Selatan,07.00  -  22.00,7:00:00 AM,  22.00,30.000  -  150.000,"30.000,00","150.000,00","90.000,00",4.6,81285899260,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Ngopi bareng para sahabat di sore hari. Tempatnya asik buat makan atau sekedar ngopi baik di outdoor maupun indoor. Hot Cappucino standar, Affogato mantep."
Sama Dengan Antasari,"Jl. Putih Melati No.10B, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",Jakarta Selatan,10.00  -  22.00,10:00:00 AM,  22.00,30.000  -  100.000,"30.000,00","100.000,00","65.000,00",4.6,8170700703,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Cafe ini sangat cocok buat grup atau kelompok, dan sangat di rekomendasikan."
Kopi Nalar,"14, Jl. Prof. Joko Sutono SH No.7, RT.14/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",Jakarta Selatan,08.00  -  23.00,8:00:00 AM,  23.00,30.000  -  100.000,"30.000,00","100.000,00","65.000,00",4.5,,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Pertama kali liat kopi nalar, paling pertama gue notice adalah ambience/atmosphere yang seru rame banget, cozy, plus pencahayaan di sore hari yang sangat bagus."
Walking Drums,"Jl. Pati Unus No.4 blok F4, RT.4/RW.4, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120",Jakarta Selatan,07.00  -  23.00,7:00:00 AM,  23.00,50.000  -  150.000,"50.000,00","150.000,00","100.000,00",4.5,2127515536,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Tempat ngopi santai di daerah Pati Unus Kebayoran Baru. Tempatnya satu kawasan dengan lapangan basket, resto korea dan gedung serbaguna Half Pati Unus"
Tuang Coffee,"Jl. Barito I No.3, RT.10/RW.7, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130",Jakarta Selatan,07.00  -  23.00,7:00:00 AM,  23.00,30.000  -  100.000,"30.000,00","100.000,00","65.000,00",4.7,2172780457,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich",Tempatny cozy bgt. Ada didlm d galeria Ga terlalu besar tp cukup nyaman. Rekomen bgt yg suka nongkrong.
Little League Jakarta,"Jl. Prof. Joko Sutono SH No.21 14, RT.14/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",Jakarta Selatan,10.00  -  00.00,10:00:00 AM,  00.00,20.000  -  150.000,"20.000,00","150.000,00","85.000,00",4.5,217220912,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Kopi, affogatto, hot chocolate enak. Nachos & pancake juga enak. Tp yg patut diacungin jempol adalah SERVICEnya."
Dua Coffee Cipete,"Jl. Cipete Raya No.66, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410",Jakarta Selatan,07.00  -  22.00,7:00:00 AM,  22.00,30.000  -  100.000,"30.000,00","100.000,00","65.000,00",4.6,82113304593,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Salah satu yang bikin seneng ke sini mungkin karena musholla-nya yang tergolong decent (lokasinya cukup prominent, ga ditaro di belakang). Harga yang tertera pun sudah include tax and service."
Lima Detik  -  Eighty Nine Kemang,"Jl. Kemang Raya No.89, RT.2/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Jakarta Selatan,10.00  -  00.00,10:00:00 AM,  00.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.4,2171794538,Café,"espresso, latte, aglio olio, bolognese, ayam bakar, iga bakar","Selalu suka sama tempatnya karena luas dan ceilingnya tinggi, jadi ga sumpek dan pencahayaan yg masuk keruangan tuh bikin nyaman."
Filosofi Kopi Melawai,"Kawasan Terpadu Blok M Square, Jl. Melawai 6 No.1, RT.3/RW.1, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",Jakarta Selatan,07.00  -  23.00,7:00:00 AM,  23.00,30.000  -  50.000,"30.000,00","50.000,00","40.000,00",4.5,8170737125,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Servicenya oke banget 5/5! karena walaupun rame banget, pesanannya dateng gasampe 10menit dan crewnya peka dan gercep, bahkan langsung bawain meja keluar"
Twin House Cipete,"Jl. Cipete Raya No.4B, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410",Jakarta Selatan,07.00  -  22.00,7:00:00 AM,  22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.5,81931173518,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Tempatnya luas, nyaman, & dingin indoor seats nya, lumayan cozy buat nongkrong lama lama."
Oddity Coffee,"Jl. Senopati No.66, RT.8/RW.3, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110",Jakarta Selatan,07.00  -  22.00,7:00:00 AM,  22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.8,,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Minumanna enak, tempatnya luassss, wangi, sampe ke toiletnya pun bersih dan wangi."
Titik Temu Cafe  -  Cipete,"Jl. Cipete Raya No.37, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410",Jakarta Selatan,07.00  -  00.00,7:00:00 AM,  00.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.4,81284365671,Café,"Espresso, Latte, Cappuccino, bakso bakar, Sandwich","salah satu tempat yang punya kopi dan makanan enak. espresso, cappucino, ataupun manual brewnya juga oke sesuai selera. pilihan non coffee jg cukup banyak."
Relung Kopi,"Jl. Tebet Barat IX No.17, RT.7/RW.4, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Jakarta Selatan,07.00  -  23.30,7:00:00 AM,  23.30,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.5,82210176262,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich","Tempatnya cozy and it feels like home. selain outdoor, juga terdapat ruangan indoor, jadi ga bingung misal hujan. untuk rasa kopi enak dan tak perlu diragukan lagi."
Anomali Coffee,"Jl. Senopati No.19, RT.6/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Jakarta Selatan,07.00  -  2300,7:00:00 AM,12:00:00 AM,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.5,2152920102,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich",Coffee shop yg enak untuk dipakai meeting. Letaknya startegis di daerah senopati dan dekat dengan kawasan SCBD.
Sleepless Owls,"Jl. Tebet Utara Dalam No.27 7, RT.10/RW.2, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Jakarta Selatan,10.00  -  01.00,10:00:00 AM,  01.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.3,2122837396,Café,"Espresso, Latte, Cappuccino, Croissant, Sandwich",Tempatnya enak tapi porsi makanannya bercanda. 46rb pesen ayam ga smpe setengah dada dikasinya. Very disappointed
Holland Bakery Mampang Baru,"Jl. Mampang Prpt. Raya No.3 3, RT.3/RW.5, Mampang Prpt., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12790",Jakarta Selatan,07.00  -  23.00,7:00:00 AM,  23.00,10.000  -  100.000,"10.000,00","100.000,00","55.000,00",4.5,2179183376,Bakery,"Cake, Bread, Pastry, Donut","Tempatnya bagus disisi kanan ada bank bni dan sebelah kiri ada apotik century, dan petugasnya ramah saat melayani customer. So happy shopping, rotinya enak dan wangi."
Paul Pacific Place,"Pacific Place Mall, Lantai Ground, South Lobby Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",Jakarta Selatan,06.30  -  22.00,6:30:00 AM,  22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.5,2157973464,Bakery,"Croissant, Quiche, Salad, French Onion Soup","excellent! mulai dr food, service & atmosphere disini warbyazah. wajib deh cobain varian tea disini, aku awalnya ga expect apa-apa tapi booooom tipe teh yang nyaman banget masuk lambung omg apalagi kl minumnya pas anget. pastry disini murceee loh dan ENAKKK BANGET BANGETTT!!!! wajib cobain"
La Joie Bakery Cafe,"Ruko Plaza 5 Bl. C, Jl. Margaguna Raya no 7 - 9, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310",Jakarta Selatan,09.00  -  21.00,9:00:00 AM,  21.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.6,85883222545,Bakery,"Cake, Bread, Pastry, Donut","Tempatnya nyaman bgt, bersih, byk bgt pilihannya ada cake, roti manis asin, pastry dan bentuknyaa unique, wajib bgt cobain boston cakenya seenak dan selembut itu"
Ann's Bakehouse & Creamery Sambas,"Jl. Sungai Sambas 3 No.12, RT.8/RW.5, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130",Jakarta Selatan,08.00  -  21.00,8:00:00 AM,  21.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.5,2127517049,Bakery,"Cake, Cupcake, Donut, Pastry","Beli tres leches klasik! Tekstur tres leches-nya moist karena susu di dalam-nya, rasa manis dengan aromatik susu dan vanilla di tres lechesnya pas, enjoyable! Would def back!"
Barley Bakery & Cake,"Jl. Raya Cilandak KKO No.47, RT.6/RW.5, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550",Jakarta Selatan,"09.00  -  20,00",9:00:00 AM,12:00:00 AM,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.9,816378578,Bakery,"Cake, Cupcake, Donut, Pastry","Rotinya lembut banget, rasanya pas gak terlalu manis atau hambar. Cocok buat santai sambil ngopi2"
Seven Grain (7G) Mampang,"Ruko Fancy Mampang, Jl. Mampang Prpt. Raya No.151, RT.3/RW.1, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",Jakarta Selatan,08.00  -  22.00,8:00:00 AM,  22.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.5,217971129,Bakery,"Cake, Bread, Pastry, Donut","Suka ke sini untuk beli kue tart. Mereka menyediakan beragam variasi kue tart dengan rasa yang mantabs. Saya pernah coba Opera cake, chocolate devil, black forest, apa lagi ya, lupa namanya. Overall, semua cake yang pernah saya beli rasanya juwaraaaa."
Okky Bakery,"Jl. Guntur No.40, RT.8/RW.1, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980",Jakarta Selatan,07.00  -  19.00,7:00:00 AM,  19.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.4,8118065653,Bakery,"Cake, Bread, Pastry, Donut",Toko kue Legendaris sejak jaman nenek saya.Rasa kue enak dan masih relevan sampai saat ini.
Toko Kue Vivi,"Jl. Barito II No.29 A 2, RT.2/RW.5, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130",Jakarta Selatan,06.30  -  17.00,6:30:00 AM,  17.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.4,217252743,Bakery,"Cake, Bread, Pastry, Donut","banyak kuenya. Kalau kesini wajib beli lumpia, wajik, risoles smoked beef spesial mayonnaise, mangkok gula Aren, talam ubi, sosis solo daging, itu yang the bestnya"
Majestyk Bakery & Cake Shop,"Jl. Dr. Saharjo No. 105 A - B Menteng Dalam Tebet RT.1, RT.1/RW.1, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",Jakarta Selatan,07.00  -  21.00,7:00:00 AM,  21.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.2,218296273,Bakery,"Cake, Bread, Pastry, Donut","Enak dan lezat, harga lumayan, bisa order banyak h-3 jam, bisa order via whatsapp dan transfer online juga"
Clairmont Patisserie,"Jl. Tebet Raya No.54C, RT.4/RW.4, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",Jakarta Selatan,08.00  -  21.00,8:00:00 AM,  21.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.8,8118855306,Bakery,"Cake, Bread, Pastry, Donut","Untuk kesekian kalinya beli cake ini, untuk harga, ukuran dan kualitas rasanya bukan main mantap betull, dan pelayanannya juga ramah banget."
Tous Les Jours Kota Kasablanka,"Kota Kasablanka, Jl. Raya Casablanca No.88 Lt. LG, RT.16/RW.5, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",Jakarta Selatan,10.00  -  21.00,10:00:00 AM,  21.00,50.000  -  100.000,"50.000,00","100.000,00","75.000,00",4.5,215302331,Bakery,"Cake, Bread, Pastry, Donut","Toko kue yg banyak sediain pilihan gambar dan variant rasa. Anak-anak suka sama gambar karakter kue yg mereka buat. Rasanya juga enak, cakenya soft, creamnya lembut dan coklatnya gak bikin batuk. Harga sesuai sama kualitasnya."
